4 2 1 0 0 11 10.600000 2212 0 0.310378
2 -1 1  2112     0     0      0.02418187      0.01123034     -0.06513354      0.94219766 0.939565 0.000000 0.000000 -3.000000
3 -1 1  2212     0     0     -0.67919904     -0.11461588      0.56179117      1.29244418 0.938272 0.000000 0.000000 -3.000000
4 -1 1    22     0     0     -0.00742405      0.01268519      8.63548418      8.63549669 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2212 0 5.053072
1 -1 1    11     0     0     -0.72592331     -0.79783504      6.31464900      6.40611408 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2112     0     0      0.02171285      0.00815344      0.00847399      0.93988983 0.939565 0.000000 0.000000 -3.000000
3 -1 1  2212     0     0      0.71492731      0.79474866      0.75449683      1.61008274 0.938272 0.000000 0.000000 -3.000000
4 -1 1    22     0     0     -0.01071684     -0.00506705      3.52238018      3.52240012 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2212 0 0.178375
1 -1 1    11     0     0     -0.35609375     -0.61693430      3.31110884      3.38686473 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2112     0     0      0.05577319     -0.05554453     -0.01708620      0.94301164 0.939565 0.000000 0.000000 -3.000000
3 -1 1  2212     0     0     -0.14807162     -0.12312566      0.18496949      0.97552721 0.938272 0.000000 0.000000 -3.000000
4 -1 1    22     0     0      0.44839218      0.79560449      7.12100786      7.17933110 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2212 0 0.303001
1 -1 1    11     0     0      0.47153288      0.15363706      0.74295800      0.89327177 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2112     0     0      0.05027951      0.18589613     -0.01791895      0.95926516 0.939565 0.000000 0.000000 -3.000000
3 -1 1  2212     0     0     -0.16089678     -0.02602848      0.19389180      0.97186099 0.938272 0.000000 0.000000 -3.000000
4 -1 1    22     0     0     -0.36091561     -0.31350470      9.68106913      9.69286567 0.000000 0.000000 0.000000 -3.000000
4 2 1 0 0 11 10.600000 2212 0 0.219353
1 -1 1    11     0     0     -0.60518541     -0.19517965      1.49787981      1.62726416 0.000510 0.000000 0.000000 -3.000000
2 -1 1  2112     0     0      0.01016151      0.00473744      0.03194451      0.94017515 0.939565 0.000000 0.000000 -3.000000
3 -1 1  2212     0     0      0.18249780     -0.18346493      0.16275851      0.98681794 0.938272 0.000000 0.000000 -3.000000
4 -1 1    22     0     0      0.41252611      0.37390713      8.90741717      8.92480055 0.000000 0.000000 0.000000 -3.000000
